Instance,Best dual bound,Best primal bound,Gap (%)
5-120-150-20-1,237702196,250571189,5.135863006181451
5-120-150-20-2,189565550,215515223,12.040761037098523
5-120-150-20-3,201595523,227467283,11.373837880676675
5-120-150-30-1,143489706,147032163,2.4093075472201297
5-120-150-30-2,185531892,202364162,8.317811727948154
5-120-150-30-3,174653021,201588421,13.361580921356586
5-120-150-40-1,240686707,253252968,4.961940268356502
5-120-150-40-2,295338233,330765074,10.710574901871295
5-120-150-40-3,219649206,254659187,13.747778516233144
5-120-150-50-1,159122041,166685364,4.5374847668089195
5-120-150-50-2,246612452,276685540,10.869049390871677
5-120-150-50-3,192113871,211496029,9.164312962112398
5-120-180-10-1,313829206,322835264,2.7896760373736673
5-120-180-10-2,205927772,220684865,6.686952909072397
5-120-180-10-3,244951155,263900067,7.180336183847958
5-120-180-20-1,224088152,231541799,3.219136688145019
5-120-180-20-2,227295069,247930052,8.322905123256296
5-120-180-20-3,353912284,381370845,7.199963332278325
5-120-180-30-1,231702470,240065217,3.4835313105771593
5-120-180-30-2,207239668,229738653,9.793295427739801
5-120-180-30-3,201951578,247949777,18.551417773608236
5-120-180-40-1,180600373,190980823,5.4353363007551785
5-120-180-40-2,235718150,261217522,9.761738724403024
5-120-180-40-3,222249968,244627501,9.147594979519491
5-120-180-50-1,221250500,233126006,5.094028848930732
5-120-180-50-2,260786563,282869777,7.80684816674494
5-120-180-50-3,307076351,341190560,9.99857938625266
5-150-60-10-1,58963299,66947831,11.926498410381658
5-150-60-10-2,98384271,108255609,9.11854645794843
5-150-60-10-3,98514877,116655507,15.550598910002588
5-150-60-20-1,114176527,126989662,10.08990401124148
5-150-60-20-2,103658529,114283663,9.297159122384802
5-150-60-20-3,101878718,120352348,15.349621596082198
5-150-60-30-1,115830572,132210002,12.388949211270717
5-150-60-30-2,101100045,120418337,16.042649717044345
5-150-60-30-3,110133784,137445105,19.870712019900605
5-150-60-40-1,104961002,117008656,10.29637841494393
5-150-60-40-2,123473898,143833006,14.154684356662894
5-150-60-40-3,175159028,204777458,14.463716020930395
5-150-60-50-1,96268896,107424075,10.384244872483194
5-150-60-50-2,101078661,117029429,13.629706763757687
5-150-60-50-3,80176516,89390952,10.308018646003458
5-150-90-10-1,131928869,142117216,7.168974517485626
5-150-90-10-2,152698021,163411812,6.55631368924543
5-150-90-10-3,97090267,113945744,14.792546354342118
5-150-90-20-1,165413420,172935077,4.3494108485579215
5-150-90-20-2,130319722,140820505,7.456856513900445
5-150-90-20-3,184476199,205927376,10.416865118506635
5-150-90-30-1,145444955,156972556,7.343704717402955
5-150-90-30-2,115469431,135629666,14.86417801839901
5-150-90-30-3,180996725,207553232,12.795034191517674
5-150-90-40-1,159562218,171689148,7.063306062885233
5-150-90-40-2,119604468,132078689,9.444537263691345
5-150-90-40-3,243422587,282404399,13.803542769884402
5-150-90-50-1,108791662,119317126,8.821419315782041
5-150-90-50-2,180778345,193386613,6.519721197040662
5-150-90-50-3,124521480,146951957,15.263816459416057
5-150-120-10-1,213303638,226990324,6.029634108985194
5-150-120-10-2,200631611,222238340,9.722322889920799
5-150-120-10-3,167379639,182890311,8.480860421304659
5-150-120-20-1,98031799,103346195,5.1423238175338675
5-150-120-20-2,176290064,206119177,14.471779595743294
5-150-120-20-3,193743978,236338742,18.0227598909704
5-150-120-30-1,205005493,212416560,3.48893090067931
5-150-120-30-2,136102368,154138702,11.701366214956188
5-150-120-30-3,177805409,209322653,15.056776487540501
5-150-120-40-1,198632109,205895950,3.527918349049608
5-150-120-40-2,173007530,196934484,12.149702537621598
5-150-120-40-3,124559006,146064165,14.723090362376013
5-150-120-50-1,185842256,210222574,11.597383447507404
5-150-120-50-2,286098046,320667283,10.780406618532389
5-150-120-50-3,184897562,214513415,13.806061033525573
5-150-150-10-1,333027279,359526916,7.370696273544097
5-150-150-10-2,241656824,264048209,8.48003668905779
5-150-150-10-3,172525426,212890201,18.96037244100305
5-150-150-20-1,280805281,301140078,6.752604015729846
5-150-150-20-2,459161042,489027600,6.1073358640698405
5-150-150-20-3,105539133,117340942,10.057707735122834
5-150-150-30-1,337190367,352948726,4.464772880353163
5-150-150-30-2,256777868,285671401,10.114254664225209
5-150-150-30-3,209798927,235199023,10.79940540399269
5-150-150-40-1,276994555,289793363,4.416529028651361
5-150-150-40-2,345917523,368917274,6.234392537553013
5-150-150-40-3,184731255,209270131,11.725933310568815
5-150-150-50-1,162598218,173578843,6.326015780621375
5-150-150-50-2,351736456,373247438,5.7631961562184975
5-150-150-50-3,140613740,163240821,13.861165890607719
5-150-180-10-1,437157617,452764049,3.4469238523838763
5-150-180-10-2,382220770,405710026,5.789666139529914
5-150-180-10-3,202252517,214841152,5.85950823797482
5-150-180-20-1,331178562,344662753,3.912285526251802
5-150-180-20-2,300960847,333350194,9.716312629474578
5-150-180-20-3,263292584,288220327,8.648849739178877
5-150-180-30-1,259785359,272416260,4.636617872956627
5-150-180-30-2,362516774,407544307,11.048500059160437
5-150-180-30-3,367304496,413650321,11.204107103787308
5-150-180-40-1,232656465,245181568,5.108501059916549
5-150-180-40-2,217706825,239631605,9.149369090942738
5-150-180-40-3,230247089,265217525,13.185567582685199
5-150-180-50-1,226338883,241140666,6.138235929065572
5-150-180-50-2,300906525,318294364,5.462817117302143
5-150-180-50-3,373081102,465293363,19.818090764385133
10-30-60-10-1,24444180,26289925,7.020731325783547
10-30-60-10-2,25250417,28528013,11.489044119546632
10-30-60-10-3,18741910,20505175,8.59912192897646
10-30-60-20-1,23796128,26430006,9.965483927623776
10-30-60-20-2,17451557,19683461,11.338981493142896
10-30-60-20-3,22895718,27681840,17.28975386029252
10-30-60-30-1,14071837,15484734,9.124451217566932
10-30-60-30-2,20545557,25184701,18.420484722054077
10-30-60-30-3,25745438,30000167,14.182351051579145
10-30-60-40-1,24990694,27721262,9.85008546869186
10-30-60-40-2,19610940,24657545,20.46677801865514
10-30-60-40-3,19248355,22623627,14.919234656759507
10-30-60-50-1,17761225,20007824,11.228602370752562
10-30-60-50-2,22143441,25723485,13.917414378339487
10-30-60-50-3,30370120,35029215,13.300597801006964
10-30-90-10-1,35424886,37362963,5.187160879076957
10-30-90-10-2,26093591,29716101,12.190394695454831
10-30-90-10-3,28316631,30671548,7.677855059679417
10-30-90-20-1,41467237,44098520,5.966828365214982
10-30-90-20-2,31467970,38643123,18.567735842675038
10-30-90-20-3,27058916,30690627,11.833290339750956
10-30-90-30-1,35505722,37886832,6.284795730611625
10-30-90-30-2,36787714,43490846,15.41274225845135
10-30-90-30-3,43207801,50806959,14.956923519079346
10-30-90-40-1,47238837,53609793,11.883940682255567
10-30-90-40-2,31576063,36310692,13.039214455070148
10-30-90-40-3,33351467,39421467,15.397701967813626
10-30-90-50-1,33013256,35265634,6.386892122795807
10-30-90-50-2,39750502,44836101,11.342643286489162
10-30-90-50-3,34254973,41472718,17.403597709703998
10-30-120-10-1,41716931,43023337,3.036505513275267
10-30-120-10-2,38409385,42512489,9.651526166816538
10-30-120-10-3,42916621,49720707,13.68461232862196
10-30-120-20-1,39499181,42103035,6.184480524978786
10-30-120-20-2,54328658,60693311,10.486580638185982
10-30-120-20-3,47682667,54276304,12.14827929329897
10-30-120-30-1,51975125,54997843,5.4960664548244225
10-30-120-30-2,34759578,39830301,12.730817675718797
10-30-120-30-3,40591599,47411013,14.383607454242753
10-30-120-40-1,43543401,46760420,6.879790643454442
10-30-120-40-2,49962515,55346191,9.727274637562678
10-30-120-40-3,44439879,51768813,14.157044705660915
10-30-120-50-1,39374846,41382478,4.851405950122178
10-30-120-50-2,40535110,46252967,12.362141006002926
10-30-120-50-3,54398526,65369618,16.78316676104792
10-30-150-10-1,65230053,69089872,5.586663990345797
10-30-150-10-2,59702283,65953235,9.477855028642646
10-30-150-10-3,71052761,78488670,9.473862915501051
10-30-150-20-1,61649986,64404002,4.276156627658012
10-30-150-20-2,58065067,62900912,7.688036383319852
10-30-150-20-3,51057140,56100342,8.989610081164923
10-30-150-30-1,67595860,70794210,4.517812968037926
10-30-150-30-2,83529164,89883043,7.069051945648974
10-30-150-30-3,42583518,49815507,14.517545711217995
10-30-150-40-1,51991217,53747570,3.267781222481314
10-30-150-40-2,69255283,77598267,10.751508149015754
10-30-150-40-3,62955926,77219857,18.471843323926386
10-30-150-50-1,71735746,73935389,2.9750881543343155
10-30-150-50-2,49470873,56142632,11.88358785886633
10-30-150-50-3,74338748,86216626,13.776783610158905
10-30-180-10-1,64217922,66135755,2.8998429064580833
10-30-180-10-2,50353239,55581253,9.406074382669994
10-30-180-10-3,72971909,81698343,10.681286400141554
10-30-180-20-1,78648886,81316190,3.2801635197123757
10-30-180-20-2,71658512,78046991,8.18542639267157
10-30-180-20-3,67833801,75794927,10.503507708372094
10-30-180-30-1,67269487,72353033,7.026030270216865
10-30-180-30-2,65129079,72418386,10.065547442606636
10-30-180-30-3,51026025,56834819,10.220484734894642
10-30-180-40-1,82661950,86714272,4.67318920696238
10-30-180-40-2,44563000,49905602,10.705415396051132
10-30-180-40-3,48784816,57449721,15.082588477670766
10-30-180-50-1,74346199,76269085,2.5211866642952385
10-30-180-50-2,53430572,61825916,13.579004636178782
10-30-180-50-3,62650491,88823282,29.466138168594135
10-60-60-10-1,51965668,56633687,8.24247766174927
10-60-60-10-2,44694672,53555761,16.54553839688694
10-60-60-10-3,57338613,67045608,14.478196692615574
10-60-60-20-1,55972458,61556258,9.0710517198755
10-60-60-20-2,40941180,47295702,13.435728261312196
10-60-60-20-3,37339058,43928633,15.000637511301573
10-60-60-30-1,53751297,58407051,7.9712190913388214
10-60-60-30-2,44755410,53218651,15.902772507330187
10-60-60-30-3,45286461,55522014,18.435125570192756
10-60-60-40-1,56917781,64152388,11.27722166788242
10-60-60-40-2,66622084,79634299,16.33996301015973
10-60-60-40-3,44050670,57491287,23.378528645566764
10-60-60-50-1,59393198,69419967,14.443638384328239
10-60-60-50-2,52584656,62744819,16.192831793809148
10-60-60-50-3,58427043,69173813,15.53589361916481
10-60-90-10-1,77054347,85270695,9.635605761158628
10-60-90-10-2,107689592,121365255,11.268186269620573
10-60-90-10-3,74404649,87446039,14.91364291526115
10-60-90-20-1,53567214,63621439,15.803202753713252
10-60-90-20-2,81887574,93936781,12.826931976730183
10-60-90-20-3,63135251,79539934,20.624461418336104
10-60-90-30-1,63260494,69449595,8.911644481152125
10-60-90-30-2,45279558,51524708,12.120689747528502
10-60-90-30-3,54003971,63519754,14.980824705334971
10-60-90-40-1,69387795,75231107,7.767148767331045
10-60-90-40-2,74951153,87701211,14.538063790248001
10-60-90-40-3,79550398,94238404,15.58600886322311
10-60-90-50-1,105478482,113351871,6.9459718049117996
10-60-90-50-2,96094998,109380786,12.146363621852196
10-60-90-50-3,87915315,107992351,18.591164850184615
10-60-120-10-1,81571151,85005108,4.03970664915807
10-60-120-10-2,114731478,131542382,12.779838516228182
10-60-120-10-3,98294100,113299622,13.24410596886193
10-60-120-20-1,116791939,123171951,5.179760447246629
10-60-120-20-2,117068731,129162488,9.363211554116235
10-60-120-20-3,84561159,94765431,10.767926544860018
10-60-120-30-1,156996321,163365113,3.8985018790394954
10-60-120-30-2,71715807,81928425,12.465292723496146
10-60-120-30-3,81014084,94773393,14.518113749499296
10-60-120-40-1,90689968,98984272,8.379416075313461
10-60-120-40-2,95231527,102641907,7.219643727001291
10-60-120-40-3,92051773,105731046,12.9378016368059
10-60-120-50-1,105439546,113859513,7.395049195406267
10-60-120-50-2,71650679,81569987,12.160487410645294
10-60-120-50-3,82990721,98062890,15.369900887073594
10-60-150-10-1,165852954,171591626,3.344377656284925
10-60-150-10-2,91784077,108069175,15.069142519131839
10-60-150-10-3,86254346,100577070,14.240546080731919
10-60-150-20-1,165024643,171755202,3.9186929546390137
10-60-150-20-2,141630906,161196436,12.137693912786007
10-60-150-20-3,116580940,126786124,8.04913320009688
10-60-150-30-1,133445592,143037328,6.705757255197053
10-60-150-30-2,136874503,152290303,10.122640572853802
10-60-150-30-3,129327635,149908227,13.728794217544849
10-60-150-40-1,130415915,141937262,8.11721096888568
10-60-150-40-2,159808068,178843875,10.643812655032214
10-60-150-40-3,156554677,180244131,13.142982170110162
10-60-150-50-1,157242936,168575884,6.722757568336402
10-60-150-50-2,107646779,119188061,9.68325342586117
10-60-150-50-3,135525415,154104526,12.056174781005458
10-60-180-10-1,182129510,185349331,1.7371635401262964
10-60-180-10-2,157730303,167578328,5.8766698042243215
10-60-180-10-3,188431029,208067367,9.43749050277548
10-60-180-20-1,136741652,141323238,3.241919775430002
10-60-180-20-2,140834833,159704655,11.815448961083819
10-60-180-20-3,131847109,149499378,11.807586918522162
10-60-180-30-1,133089507,139226160,4.407686745077221
10-60-180-30-2,88561792,101779345,12.986478739866126
10-60-180-30-3,165831502,190100730,12.76650962886886
10-60-180-40-1,238327820,245487381,2.9164680362938955
10-60-180-40-2,210084705,241228857,12.910624536101833
10-60-180-40-3,149023096,169831648,12.252458387496779
10-60-180-50-1,245655618,260862641,5.829513548473198
10-60-180-50-2,183357615,205267011,10.673607947650199
10-60-180-50-3,189193153,220368570,14.146943459314542
10-90-60-10-1,138051983,149328128,7.551253170467653
10-90-60-10-2,90849719,103504394,12.226220077188222
10-90-60-10-3,88403491,105813957,16.453846442960263
10-90-60-20-1,81912030,95459746,14.192072122211597
10-90-60-20-2,109715537,128499162,14.617702331786408
10-90-60-20-3,106707678,138945093,23.20154983810764
10-90-60-30-1,69263038,78868538,12.179127753071828
10-90-60-30-2,81132957,94875767,14.485058128700034
10-90-60-30-3,110169428,141098630,21.920270948059528
10-90-60-40-1,115289816,136511476,15.545696685603193
10-90-60-40-2,80978939,95443017,15.15467391396481
10-90-60-40-3,112850558,133889996,15.713973133586467
10-90-60-50-1,111314805,122588268,9.19620056953574
10-90-60-50-2,107515720,128210951,16.14154706644365
10-90-60-50-3,77054273,90929563,15.259382693833023
10-90-90-10-1,147963532,157194573,5.87236621712125
10-90-90-10-2,169486754,188273151,9.978266630274856
10-90-90-10-3,154456557,192869362,19.916488861512384
10-90-90-20-1,192792676,211298227,8.75802474196814
10-90-90-20-2,121217959,138331786,12.371579587644444
10-90-90-20-3,153737346,180609541,14.87861319574474
10-90-90-30-1,224552581,244476695,8.149698686003592
10-90-90-30-2,102420621,119151739,14.041858004271345
10-90-90-30-3,131577745,156886308,16.131785700508672
10-90-90-40-1,117318233,129929065,9.705936081353316
10-90-90-40-2,146884908,173552824,15.365878460151128
10-90-90-40-3,157390710,194691591,19.15895843698766
10-90-90-50-1,130034317,138153373,5.87684239891848
10-90-90-50-2,144265643,171113586,15.690129362375703
10-90-90-50-3,178789132,232729368,23.177236488692742
10-90-120-10-1,196443147,205440507,4.379545266601193
10-90-120-10-2,196674809,212521394,7.456465771159015
10-90-120-10-3,142467915,166930890,14.654552551657751
10-90-120-20-1,177819209,189540718,6.184164080247923
10-90-120-20-2,121053012,132120954,8.37712843036238
10-90-120-20-3,191308873,229754168,16.733230711183445
10-90-120-30-1,143475731,157333487,8.807887160093264
10-90-120-30-2,229992286,251655997,8.608462050677856
10-90-120-30-3,178475322,210643341,15.271320160080448
10-90-120-40-1,268345694,283284620,5.273468782032708
10-90-120-40-2,210436022,249871072,15.782159048807376
10-90-120-40-3,206860036,239138347,13.497756175424257
10-90-120-50-1,227747036,247443951,7.960152155831035
10-90-120-50-2,181920116,208233252,12.63637567356437
10-90-120-50-3,117820932,135896255,13.300824956508183
10-90-150-10-1,209461999,215514305,2.8083082466382026
10-90-150-10-2,347770221,380746355,8.660919157059299
10-90-150-10-3,133043043,156190050,14.819770529556775
10-90-150-20-1,275819103,284274563,2.9743990847327373
10-90-150-20-2,175563650,193892236,9.45297572410274
10-90-150-20-3,222009652,254550409,12.783620001961971
10-90-150-30-1,225070220,239013695,5.833755676636021
10-90-150-30-2,238737585,268473258,11.075841676566533
10-90-150-30-3,177125553,202794091,12.657438820542355
10-90-150-40-1,167373311,174758127,4.225735378818751
10-90-150-40-2,199521853,231107393,13.667040067385472
10-90-150-40-3,266627398,307136232,13.18920719194081
10-90-150-50-1,199670523,209043763,4.483864940758842
10-90-150-50-2,220606556,246958190,10.670483939001985
10-90-150-50-3,347372841,413616299,16.015678821206226
10-90-180-10-1,302490749,313045316,3.371577998630715
10-90-180-10-2,254041001,278319754,8.723330863536194
10-90-180-10-3,321773008,354270676,9.173118240246335
10-90-180-20-1,241602742,255746721,5.530463477574754
10-90-180-20-2,300020700,340923244,11.997581484939756
10-90-180-20-3,210999723,234546192,10.039160644313505
10-90-180-30-1,218077619,231170108,5.663573510118358
10-90-180-30-2,185732047,199120538,6.723812186566114
10-90-180-30-3,289495281,331254774,12.606457711006458
10-90-180-40-1,280117650,292128811,4.111597537704014
10-90-180-40-2,249786423,277559747,10.006250654205996
10-90-180-40-3,282377550,318253710,11.272817526620504
10-90-180-50-1,313804323,333981163,6.041310778955522
10-90-180-50-2,193650058,216253774,10.452403017946866
10-90-180-50-3,280841562,317043320,11.418552518312008
10-120-60-10-1,207866829,231275812,10.12167368371406
10-120-60-10-2,251292930,281680170,10.78785205220517
10-120-60-10-3,117897949,144260354,18.274185712867443
10-120-60-20-1,167171314,194141934,13.892217639080485
10-120-60-20-2,149757323,172050020,12.957102242708253
10-120-60-20-3,135780587,166740164,18.567558203913002
10-120-60-30-1,220135396,257144817,14.392442916708681
10-120-60-30-2,149813620,174028330,13.91423453870988
10-120-60-30-3,263477119,320393645,17.764561466255046
10-120-60-40-1,241493727,280830876,14.00741597943098
10-120-60-40-2,146230072,182750063,19.98357231756467
10-120-60-40-3,134512259,168382748,20.115177714049427
10-120-60-50-1,221874900,257865642,13.957168438903544
10-120-60-50-2,190410969,220217104,13.53488646367813
10-120-60-50-3,221641685,274434023,19.23680505168268
10-120-90-10-1,232225173,272649588,14.826508742056122
10-120-90-10-2,271853266,321260227,15.379109160624482
10-120-90-10-3,268674864,334810810,19.753228995204786
10-120-90-20-1,299049754,332834348,10.150573161397391
10-120-90-20-2,279143919,332834380,16.13128457462838
10-120-90-20-3,275065954,319121942,13.805377256070972
10-120-90-30-1,380984348,413829462,7.936871831517878
10-120-90-30-2,405571917,465799367,12.929912375771869
10-120-90-30-3,300075978,358975225,16.407607795217626
10-120-90-40-1,267631782,286304406,6.521947831986907
10-120-90-40-2,252932377,290384655,12.897471459020448
10-120-90-40-3,210633033,255224985,17.471624888135462
10-120-90-50-1,138274131,147642864,6.345537295998271
10-120-90-50-2,242343006,281695416,13.969843939526516
10-120-90-50-3,181220091,221219789,18.081428510900533
10-120-120-10-1,345326964,377127276,8.432249275971227
10-120-120-10-2,278226516,315380432,11.780666214573522
10-120-120-10-3,233950419,284619376,17.802356857110112
10-120-120-20-1,512440177,541945366,5.444310598644364
10-120-120-20-2,304447542,355045848,14.251203410777524
10-120-120-20-3,378617176,429848555,11.918471844112632
10-120-120-30-1,389445746,423098307,7.953839673482788
10-120-120-30-2,365863247,410516146,10.877257675511743
10-120-120-30-3,242189245,282261120,14.196739175413175
10-120-120-40-1,341895210,361051154,5.305603870192865
10-120-120-40-2,441764005,522232960,15.40863200208581
10-120-120-40-3,246606154,291763316,15.477326834330329
10-120-120-50-1,354139141,374275651,5.380128241364012
10-120-120-50-2,465767888,533547254,12.703535720942916
10-120-120-50-3,316084555,370897917,14.778557518833413
10-120-150-10-1,293759584,311604285,5.726718745218795
10-120-150-10-2,472586559,514723087,8.186251804943812
10-120-150-10-3,455403144,505424982,9.896985661860302
10-120-150-20-1,437650173,457519629,4.342864161572402
10-120-150-20-2,506792502,563910791,10.12895832312597
10-120-150-20-3,389575174,460037893,15.316720659791383
10-120-150-30-1,487327849,517114025,5.76007893036744
10-120-150-30-2,301739591,336191918,10.247815356465528
10-120-150-30-3,400268738,474640497,15.66907153310182
10-120-150-40-1,593152983,620157337,4.354435945341395
10-120-150-40-2,420601972,488961220,13.980505038824964
10-120-150-40-3,347907385,394019814,11.70307364289046
10-120-150-50-1,418915977,449886056,6.883982863429761
10-120-150-50-2,587153182,644444449,8.890024126811902
10-120-150-50-3,601169167,675102382,10.951407811800607
10-120-180-10-1,475168717,490238872,3.0740432594663747
10-120-180-10-2,414853860,453339952,8.489455171601556
10-120-180-10-3,538436840,594034851,9.35938538057256
10-120-180-20-1,464277826,505463484,8.148097598282689
10-120-180-20-2,499024152,524311211,4.82291022382888
10-120-180-20-3,487995238,550345243,11.329253008551943
10-120-180-30-1,385923540,395919376,2.524715031880631
10-120-180-30-2,504797243,563706099,10.450278275240022
10-120-180-30-3,755563390,863686441,12.518785275222355
10-120-180-40-1,535808299,557637499,3.9145860956527945
10-120-180-40-2,459176152,514336633,10.724587256844298
10-120-180-40-3,578703015,672379296,13.932059115633443
10-120-180-50-1,637571367,653434764,2.4276940674065495
10-120-180-50-2,469264576,503773620,6.8501093804792745
10-120-180-50-3,576225484,670158303,14.016512006119243
10-150-60-10-1,223378984,255121058,12.44196549231934
10-150-60-10-2,208264395,247629979,15.896937906698284
10-150-60-10-3,291567689,338462813,13.855325370707716
10-150-60-20-1,254752588,287842757,11.495918585854847
10-150-60-20-2,179917199,206776275,12.989437980735463
10-150-60-20-3,281360542,336941704,16.495779934679746
10-150-60-30-1,258834458,289958765,10.734045925461155
10-150-60-30-2,180618225,208464244,13.357695528831314
10-150-60-30-3,223934217,272069821,17.69237169454381
10-150-60-40-1,187529606,212637574,11.807869854647613
10-150-60-40-2,187107826,222237931,15.80742983068898
10-150-60-40-3,219634826,275600408,20.306784886907714
10-150-60-50-1,194272357,217281841,10.589694883890456
10-150-60-50-2,117857709,137891574,14.528708621456454
10-150-60-50-3,293052512,356252072,17.74012418936892
10-150-90-10-1,283044130,311134400,9.028339521441541
10-150-90-10-2,315808575,346630770,8.8919385315966
10-150-90-10-3,240531635,278273104,13.562744101923697
10-150-90-20-1,477438144,550891229,13.333500541174892
10-150-90-20-2,363260730,417771142,13.04791224665298
10-150-90-20-3,274890404,335178154,17.98677786142351
10-150-90-30-1,432689638,454898475,4.88215244071768
10-150-90-30-2,397105372,444061056,10.574150415928385
10-150-90-30-3,249990516,299084931,16.414874141552794
10-150-90-40-1,307941592,350341257,12.102389927772627
10-150-90-40-2,204767968,237244225,13.688955758564825
10-150-90-40-3,438748765,536288703,18.187953140605316
10-150-90-50-1,259782545,294491893,11.786181156436793
10-150-90-50-2,306789106,368806660,16.815735919736376
10-150-90-50-3,292910875,365135843,19.780300779729252
10-150-120-10-1,308070561,327025879,5.796274612260888
10-150-120-10-2,630301348,713476175,11.657688079072859
10-150-120-10-3,433603004,499448723,13.183679518587931
10-150-120-20-1,474520763,510365739,7.023389945852143
10-150-120-20-2,470877741,564692389,16.61340755205397
10-150-120-20-3,369782244,431654099,14.3336655769832
10-150-120-30-1,599102307,679137303,11.78480340373823
10-150-120-30-2,531380975,592607631,10.331736008306647
10-150-120-30-3,300157014,356510792,15.807032848531556
10-150-120-40-1,426352250,463403931,7.995547409372317
10-150-120-40-2,399630878,455209115,12.209385789649662
10-150-120-40-3,499763974,570056199,12.330753550844209
10-150-120-50-1,691679976,725522092,4.664519023357316
10-150-120-50-2,420662154,465737093,9.67819391615432
10-150-120-50-3,473965567,549148280,13.690785483294244
10-150-150-10-1,531538138,564225996,5.793398076610423
10-150-150-10-2,653409526,729617013,10.444861570134467
10-150-150-10-3,467368964,552283500,15.375171628339434
10-150-150-20-1,543051025,581062948,6.541790890442389
10-150-150-20-2,388641699,441024701,11.877566467643275
10-150-150-20-3,443174750,500799681,11.506583008386539
10-150-150-30-1,491757645,512370576,4.0230512768555275
10-150-150-30-2,323327059,367272969,11.965462669266024
10-150-150-30-3,543985295,649974178,16.306629799684135
10-150-150-40-1,573097962,630627878,9.122640784998726
10-150-150-40-2,493403262,565462454,12.743408778118448
10-150-150-40-3,481151258,569012192,15.440958073531053
10-150-150-50-1,500613746,527111606,5.026992329210822
10-150-150-50-2,627510500,709018101,11.49584205044153
10-150-150-50-3,523322124,590256150,11.339826954789034
10-150-180-10-1,665991356,704794232,5.505560947893795
10-150-180-10-2,537040039,579601787,7.343274115888809
10-150-180-10-3,572406226,647973283,11.662063696536695
10-150-180-20-1,721572151,748730861,3.6272993961711464
10-150-180-20-2,725725880,773739614,6.20541240634992
10-150-180-20-3,795110621,878893071,9.532723918812191
10-150-180-30-1,448231208,463815050,3.3599259014988836
10-150-180-30-2,640047728,693544608,7.713545658479115
10-150-180-30-3,468570260,541298386,13.43586603637129
10-150-180-40-1,667488414,687780376,2.9503548964299076
10-150-180-40-2,660308810,728680096,9.382894685241961
10-150-180-40-3,580794053,663123851,12.41544816640896
10-150-180-50-1,737100675,763939094,3.513162136980519
10-150-180-50-2,489080198,548338421,10.806870489201048
10-150-180-50-3,690891761,799820218,13.619117715276364
